id,title,description,price,category,image,specs,skv,mrp,sale_price,features,stock
54,Turbidity Sensor Suspended Turbidity Value Detection Module Kit,,700,Sensors,Turbidity Sensor Suspended Turbidity Value Detection Module Kit.jpeg,"{ ""Product Type"": ""Turbidity Sensor Suspended Turbidity Value Detection Module Kit"", ""Operating Voltage"": ""5V DC"", ""Measurement Range"": ""0 - 1000 NTU"", ""Output Type"": ""Analog and Digital Output"", ""Response Time"": ""Less than 500 ms"", ""Weight"": ""Approximately 40 g"" }",S40B,1400,700,"[ ""Detects suspended particles in water using optical turbidity sensing"", ""Provides both analog and digital output signals for easy interfacing"", ""Adjustable sensitivity with onboard potentiometer"", ""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, and STM32"", ""Ideal for water quality monitoring, aquaculture, environmental testing, wastewater analysis, and industrial liquid monitoring"" ]",2
55,Rain Drop Sensor Module,"Raindrop Sensor is a tool used for sensing rain. It consists of two modules, a rain board that detects the rain and a control module, which compares the analog value, and converts it to a digital value. The Rain Drop Sensor Module can be powered with +5V and has both digital and analog output pins. The digital pin will remain high when there is no rainfall or water present on the detection plate. When a slight amount of water is detected the digital pin will go low and remain there until the water is cleared. The Raindrops module also has an LED to indicate the output status of the sensor and a potentiometer to control the sensitivity of the sensor.",50,Sensors,Rain Drop Sensor Module.jpeg,"{ ""Sensor Type"": ""Rain Drop Sensor Module"", ""Operating Voltage"": ""3.3V - 5V DC"", ""Detection Method"": ""Conductive Rain Detection Plate"", ""Output Type"": ""Analog and Digital Output"", ""Sensitivity"": ""Adjustable via onboard potentiometer"", ""Weight"": ""Approximately 20 g"" }",S41,100,50,"[ ""Detects rain and water droplets using a conductive sensing plate"", ""Provides both analog and digital output signals"", ""Adjustable sensitivity with onboard potentiometer"", ""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, and STM32"", ""Ideal for weather monitoring, automatic rain detection, smart irrigation systems, and home automation projects"" ]",3
56,Soil Moisture Sensor Module,"The soil moisture sensor is commonly used in smart agriculture or other garden automation projects to measure the moisture content present in the soil. It consists of 4 pins in which two pins, Vcc and Gnd are connected to supply voltage. The remaining two pins are digital (D0) and analog (A0) are the output pins. When the moisture content present in the soil goes beyond the threshold level, the output of the digital pin (D0) will go low (the output of the digital pin is either logic 0 or 1). The threshold value of the sensor module can be set by varying the onboard potentiometer. The analog output pin can be used to calculate the approximate level of moisture content present in the soil.",30,Sensors,Soil Moisture Sensor Module.jpeg,"{ ""Sensor Type"": ""Soil Moisture Sensor Module"", ""Operating Voltage"": ""3.3V - 5V DC"", ""Detection Method"": ""Conductivity-Based Soil Moisture Measurement"", ""Output Type"": ""Analog and Digital Output"", ""Sensitivity"": ""Adjustable via onboard potentiometer"", ""Weight"": ""Approximately 18 g"" }",S42,60,30,"[ ""Measures soil moisture content using a resistive sensing probe"", ""Provides both analog and digital output signals"", ""Adjustable sensitivity with onboard potentiometer"", ""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, and STM32"", ""Ideal for smart irrigation systems, plant monitoring, agricultural automation, and gardening projects"" ]",0
57,Capacitive Soil Moisture Sensor,,60,Sensors,Capacitive Soil Moisture Sensor.jpeg,"{ ""Sensor Type"": ""Capacitive Soil Moisture Sensor"", ""Operating Voltage"": ""3.3V - 5.5V DC"", ""Detection Method"": ""Capacitive Soil Moisture Sensing"", ""Output Type"": ""Analog Voltage"", ""Corrosion Resistance"": ""Corrosion-resistant probe"", ""Weight"": ""Approximately 15 g"" }",S42A,120,60,"[ ""Measures soil moisture using capacitive sensing technology"", ""Corrosion-resistant design for long-term use in soil"", ""Provides stable analog output with improved accuracy over resistive sensors"", ""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi (via ADC), and STM32"", ""Ideal for smart irrigation systems, agriculture, gardening, plant monitoring, and IoT-based farming projects"" ]",1
58,INDASTIAL TEMPRATURE SENSOR,,50,Sensors,,"{ ""Sensor Type"": ""Industrial Temperature Sensor"", ""Operating Voltage"": ""3.3V - 5V DC (Module Dependent)"", ""Temperature Range"": ""-50°C to 200°C"", ""Output Type"": ""Analog or Digital (Model Dependent)"", ""Probe Material"": ""Stainless Steel"", ""Weight"": ""Approximately 50 g"" }",S42B,,,"[ ""Designed for accurate temperature measurement in industrial environments"", ""Stainless steel probe provides durability and corrosion resistance"", ""Suitable for high-temperature and harsh operating conditions"", ""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, PLCs, and STM32 (depending on interface)"", ""Ideal for industrial automation, process control, HVAC systems, boilers, and temperature monitoring applications"" ]",1
59,LM393 Sound Sensor Module,"The KY-037 Voice Recognition Sensor is a sound detection module that can be used to recognize sound and vibration. It includes a highly sensitive microphone and an LM393 comparator to provide both analog and digital outputs. The analog output (AO) provides a real-time voltage signal corresponding to the detected sound intensity, while the digital output (DO) gives a high or low signal when the sound intensity exceeds a predefined threshold. This module is useful for various applications, such as voice-activated projects, noise level monitoring, and sound-activated lighting systems.",40,Sensors,LM393 Sound Sensor Module.jpeg,"{ ""Model"": ""LM393 Sound Sensor Module"", ""Sensor Type"": ""Microphone Sound Detection Module"", ""Operating Voltage"": ""3.3V - 5V DC"", ""Output Type"": ""Analog and Digital Output"", ""Sensitivity"": ""Adjustable via onboard potentiometer"", ""Weight"": ""Approximately 10 g"" }",S43,80,40,"[ ""Detects sound intensity using an onboard electret microphone"", ""Provides both analog and digital output signals"", ""Adjustable sensitivity with onboard potentiometer"", ""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, and STM32"", ""Ideal for sound-activated switches, noise monitoring, clap detection, and smart home automation projects"" ]",4
60,TTP223 1 Channel Capacitive Touch Sensor Module,The TTP223 touch sensor module can be easily used with microcontrollers like Arduino to act as a touch input. It can replace the boring push button with touch pads and is also easy to use. The module uses the TTP223 IC to detect the touch on a capacitive pad. This module is also available in red variant with lower price.,30,Sensors,TTP223 1 Channel Capacitive Touch Sensor Module.jpeg,"{ ""Model"": ""TTP223"", ""Sensor Type"": ""1-Channel Capacitive Touch Sensor Module"", ""Operating Voltage"": ""2V - 5.5V DC"", ""Output Type"": ""Digital Output"", ""Response Time"": ""Less than 60 ms"", ""Weight"": ""Approximately 3 g"" }",S44,60,30,"[ ""Detects touch using capacitive sensing technology"", ""Single-channel digital touch output with fast response"", ""Low power consumption suitable for battery-powered applications"", ""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, and STM32"", ""Ideal for touch switches, smart home controls, interactive projects, and human-machine interface applications"" ]",15
61,Ultrasonic Sensor Module - HC-SR04,"The Ultrasonic Sensor uses Ultrasonic waves to determine the distance of an object like Bats, hence it can be used as a distance measuring sensor. There are two Ultrasonic Transducers present in which one acts as a Transmitter which transmits a high frequency Ultrasonic signal and other acts as a receiver which will wait for the receiving of echo signal which gets reflected by any object in its path. The time between the two signals when divider by speed of sound gives us the distance of the object. Theoretically the sensor claims to have a measuring distance of 2cm to 400cm. However, a range up to 75-80cm can be easily achieved practically.",70,Sensors,Ultrasonic Sensor Module - HC-SR04.jpeg,"{ ""Model"": ""HC-SR04"", ""Sensor Type"": ""Ultrasonic Distance Sensor Module"", ""Operating Voltage"": ""5V DC"", ""Measuring Range"": ""2 cm - 400 cm"", ""Operating Frequency"": ""40 kHz"", ""Accuracy"": ""±3 mm"", ""Weight"": ""Approximately 10 g"" }",S45,140,70,"[ ""Measures distance using ultrasonic sound waves"", ""Provides accurate and non-contact distance measurement"", ""Simple Trigger and Echo interface for easy microcontroller integration"", ""Compatible with Arduino, ESP32 (using a voltage divider on the Echo pin), ESP8266, Raspberry Pi, and STM32"", ""Ideal for obstacle avoidance, robotics, parking assistance, liquid level measurement, and automation projects"" ]",6
62,Voltage Sensor Module,This is a basic Voltage Detection Sensor module to measure the voltage across two terminals. The module operates in 5V and can measure voltage from 0V to 25V using a potential divider circuit. A pair of high precession resistors form a voltage divider circuit which converts the input 0-25V to 0-5V on the output pin of the sensor. This 0-5V can then be measured by a microcontroller like Arduino,50,Sensors,Voltage Sensor Module.jpeg,"{ ""Sensor Type"": ""Voltage Sensor Module"", ""Operating Voltage"": ""3.3V - 5V DC"", ""Input Voltage Range"": ""0 - 25V DC"", ""Output Type"": ""Analog Voltage"", ""Voltage Divider Ratio"": ""5:1"", ""Weight"": ""Approximately 5 g"" }",S46,100,50,"[ ""Measures DC voltages up to 25V using a built-in voltage divider"", ""Provides analog output for easy interfacing with microcontrollers"", ""Simple and reliable circuit with high measurement stability"", ""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi (via ADC), and STM32"", ""Ideal for battery voltage monitoring, power supply measurement, solar projects, and embedded electronics"" ]",5
63,ZMPT  Voltage Sensor Module,"The ZMPT101B AC Voltage Sensor Module is a high-precision voltage sensor designed for accurate AC voltage measurement in various DIY and electrical projects. It is compatible with platforms like Arduino, ESP8266, and Raspberry Pi, and provides essential features such as high galvanic isolation, wide voltage measurement range, and high accuracy. The module includes an onboard precision op-amp circuit that ensures precise signal sampling and compensation, making it suitable for metering, fault detection, and household or industrial applications. It can measure AC voltages up to 250V with an adjustable analog output",120,Sensors,ZMPT  Voltage Sensor Module.jpeg,"{ ""Model"": ""ZMPT101B"", ""Sensor Type"": ""AC Voltage Sensor Module"", ""Operating Voltage"": ""5V DC"", ""Input Voltage Range"": ""0 - 250V AC"", ""Output Type"": ""Analog Voltage"", ""Sensitivity"": ""Adjustable via onboard potentiometer"", ""Weight"": ""Approximately 20 g"" }",S46A,240,120,"[ ""Measures AC voltage using the ZMPT101B precision voltage transformer"", ""Provides analog output proportional to the input AC voltage"", ""Adjustable sensitivity with onboard potentiometer for accurate calibration"", ""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi (via ADC), and STM32"", ""Ideal for AC mains voltage monitoring, energy measurement systems, smart meters, and power monitoring applications"" ]",2
64,Color Sensor Module,"The color detection sensor can operate between 3V to 5V and the object whose color has to be sensed should be placed within 1cm distance from the sensor. In the 8Ã—8 Array of Photodiodes 16 are with Red filter, 16 are with Green filter, 16 are with Blue filter and  16 are with no filter. They are distributed evenly over the chip so to remove any location bias. By selectively choosing the photodiode filterâ€™s readings, youâ€™re able to detect the intensity of the different colors. The sensor has a current-to-frequency converter that converts the photodiodesâ€™ readings into a square wave with a frequency that is proportional to the light intensity of the chosen color. This frequency is then, read by the Arduino.",450,Sensors,Color Sensor Module.jpeg,"{ ""Sensor Type"": ""Color Sensor Module"", ""Sensor IC"": ""TCS3200 / TCS230"", ""Operating Voltage"": ""3.3V - 5V DC"", ""Output Type"": ""Frequency Output"", ""Detection Colors"": ""Red, Green, Blue (RGB)"", ""Weight"": ""Approximately 12 g"" }",O22,900,450,"[ ""Detects and identifies colors using RGB photodiode arrays"", ""Frequency output proportional to the detected color intensity"", ""Built-in white LEDs for consistent illumination during color detection"", ""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, and STM32"", ""Ideal for color recognition, sorting machines, robotics, industrial automation, and object identification projects"" ]",2
65,1 channel 5V single Chanel Relay Module ,,50,,1 channel 5V single Chanel Relay Module .jpeg,"{ ""Model"": ""1-Channel 5V Relay Module"", ""Relay Type"": ""SPDT Electromechanical Relay"", ""Operating Voltage"": ""5V DC"", ""Trigger Signal"": ""Digital Input"", ""Contact Rating"": ""10A at 250V AC / 10A at 30V DC"", ""Weight"": ""Approximately 15 g"" }", , , ,"[ ""Controls high-voltage AC or DC loads using a low-voltage microcontroller signal"", ""Single-channel relay with Normally Open (NO), Normally Closed (NC), and Common (COM) terminals"", ""Onboard status LED for relay operation indication"", ""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, and STM32"", ""Ideal for home automation, industrial control, IoT projects, lighting control, and appliance switching"" ]",
66,1 channel 5V Relay Control Board Module with Optocoupler,,45,Relays,1 channel 5V Relay Control Board Module with Optocoupler.jpg,"{ ""Model"": ""1-Channel 5V Relay Control Board with Optocoupler"", ""Relay Type"": ""SPDT Electromechanical Relay"", ""Operating Voltage"": ""5V DC"", ""Trigger Signal"": ""Digital Input (High/Low Trigger depending on module)"", ""Contact Rating"": ""10A at 250V AC / 10A at 30V DC"", ""Isolation"": ""Onboard Optocoupler Isolation"", ""Weight"": ""Approximately 18 g"" }",M11,90,45,"[ ""Onboard optocoupler provides electrical isolation for improved circuit protection"", ""Single-channel relay with Normally Open (NO), Normally Closed (NC), and Common (COM) terminals"", ""LED indicators for power and relay status"", ""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, and STM32"", ""Ideal for home automation, industrial control, IoT projects, appliance switching, and high-voltage load control"" ]",3
67,1 channel 24V Relay Control Board Module with Optocoupler,"This 1 channel 24V 10A relay control board module with optocoupler modules is compliant with international safety standards, control and load areas isolation trenches it has a single relay a genuine. The inputs of 24V 1-Channel Relay 10A Relay Module are isolated to protect any delicate control circuitry. The power supply and relay instructions, lit, a disconnect are off. The input signal, signal, common Terminal and start conducting. It can be used as a single chip module for appliance control and work with both DC or AC signals where you can control the 220V AC load.",50,Relays,1 channel 5V Relay Control Board Module with Optocoupler.jpeg,"{ ""Model"": ""1-Channel 5V Relay Control Board Module with Optocoupler"", ""Relay Type"": ""SPDT Electromechanical Relay"", ""Operating Voltage"": ""5V DC"", ""Trigger Voltage"": ""3.3V - 5V Logic"", ""Contact Rating"": ""10A at 250V AC / 10A at 30V DC"", ""Isolation"": ""Optocoupler Isolation"", ""Weight"": ""Approximately 18 g"" }",M11A,,,"[ ""Onboard optocoupler provides electrical isolation between the control circuit and the relay"", ""Supports 3.3V and 5V logic levels for easy interfacing"", ""Equipped with Normally Open (NO), Normally Closed (NC), and Common (COM) relay terminals"", ""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, and STM32"", ""Ideal for home automation, industrial control, IoT applications, appliance switching, and high-voltage load control"" ]",1
68,2 Channel 5V Relay Module With Optocoupler,,80,Relays,2 Channel 5V Relay Module With Optocoupler.jpeg,"{ ""Model"": ""2-Channel 5V Relay Module with Optocoupler"", ""Relay Type"": ""SPDT Electromechanical Relay"", ""Operating Voltage"": ""5V DC"", ""Trigger Voltage"": ""3.3V - 5V Logic"", ""Contact Rating"": ""10A at 250V AC / 10A at 30V DC (Per Channel)"", ""Isolation"": ""Optocoupler Isolation"", ""Weight"": ""Approximately 35 g"" }",M12,160,80,"[ ""Two independent relay channels for controlling multiple AC or DC loads"", ""Onboard optocouplers provide electrical isolation for improved safety and reliability"", ""Supports 3.3V and 5V logic levels for easy interfacing"", ""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, and STM32"", ""Ideal for home automation, industrial control, IoT applications, motor control, and appliance switching"" ]",8
69,4 Channel Relay Module,"The 4 Channel Relay Module is a convenient board that can be used to control high voltage, high current loads such as motors, solenoid valves, lamps and AC loads. It is designed to interface with microcontrollers such as Arduino, PIC, etc.",140,Relays,4 Channel Relay Module.jpeg,"{ ""Model"": ""4-Channel 5V Relay Module"", ""Relay Type"": ""SPDT Electromechanical Relay"", ""Operating Voltage"": ""5V DC"", ""Trigger Voltage"": ""3.3V - 5V Logic"", ""Contact Rating"": ""10A at 250V AC / 10A at 30V DC (Per Channel)"", ""Channels"": ""4 Independent Relay Channels"", ""Weight"": ""Approximately 60 g"" }",M13,280,140,"[ ""Four independent relay channels for controlling multiple AC or DC loads"", ""Supports 3.3V and 5V logic levels for easy interfacing with microcontrollers"", ""LED indicators for power and relay status on each channel"", ""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, and STM32"", ""Ideal for home automation, industrial control, IoT applications, motor control, lighting control, and appliance switching"" ]",3
70,8 Channel Relay Module,"This is a 8-channel LOW level trigger relay and it can be applied to Arduino and Raspberry Pi. Relays are suitable for driving high power electronic devices such as lights, electric fans and air condition. A relay can be used to control high voltages with a low voltage by connecting it to an MCU.",260,Relays,8 Channel Relay Module.jpeg,"{ ""Model"": ""8-Channel 5V Relay Module"", ""Relay Type"": ""SPDT Electromechanical Relay"", ""Operating Voltage"": ""5V DC"", ""Trigger Voltage"": ""3.3V - 5V Logic"", ""Contact Rating"": ""10A at 250V AC / 10A at 30V DC (Per Channel)"", ""Channels"": ""8 Independent Relay Channels"", ""Weight"": ""Approximately 120 g"" }",M13A,520,260,"[ ""Eight independent relay channels for controlling multiple AC or DC loads"", ""Supports 3.3V and 5V logic levels for easy interfacing with microcontrollers"", ""LED indicators for power and relay status on each channel"", ""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, and STM32"", ""Ideal for home automation, industrial control, IoT applications, lighting control, motor control, and multi-device switching"" ]",1
71,SIM800L GSM Module,"This is Small SIM800L GPRS GSM Module Micro SIM Card Core Board Quad-band TTL Serial Port with the antenna, in this module two antennas have been included. SIM800L GSM/GPRS module is a miniature GSM modem, which can be integrated into a great number of IoT projects. You can use this module to accomplish almost anything a normal cell phone can; SMS text messages, make or receive phone calls, connecting to the internet through GPRS, TCP/IP, and more! To top it off, the module supports quad-band GSM/GPRS network, meaning it works pretty much anywhere in the world.",50,Modules,SIM800L GSM Module.jpeg,"{ ""Model"": ""SIM800L"", ""Module Type"": ""GSM/GPRS Communication Module"", ""Operating Voltage"": ""3.4V - 4.4V DC (Typical: 4.0V)"", ""Communication Interface"": ""UART (Serial)"", ""Network Support"": ""Quad-Band GSM 850/900/1800/1900 MHz"", ""Weight"": ""Approximately 5 g"" }",M14,,,"[ ""Supports GSM voice calls, SMS messaging, and GPRS data communication"", ""Quad-band GSM compatibility for worldwide network support"", ""UART interface for easy communication with Arduino, ESP32, ESP8266, Raspberry Pi, and STM32"", ""Low power consumption with sleep mode support"", ""Ideal for IoT applications, GPS trackers, remote monitoring, home automation, and SMS-based control systems"" ]",6
72,SIM800C GSM Module,"Discover a world of possibilities with the GSM Module GPRS SMS Voice Phone Development Board SIM800C. Designed to fulfill the needs of IoT, mobile communication, and remote monitoring projects, this development board provides unmatched functionality and performance.",760,Modules,SIM800C GSM Module.jpeg,"{ ""Model"": ""SIM800C"", ""Module Type"": ""GSM/GPRS Communication Module"", ""Operating Voltage"": ""3.4V - 4.4V DC (Typical: 4.0V)"", ""Communication Interface"": ""UART (Serial)"", ""Network Support"": ""Quad-Band GSM 850/900/1800/1900 MHz"", ""Weight"": ""Approximately 6 g"" }",M15,1520,760,"[ ""Supports GSM voice calls, SMS messaging, and GPRS data communication"", ""Quad-band GSM compatibility for worldwide network support"", ""UART interface for easy communication with Arduino, ESP32, ESP8266, Raspberry Pi, and STM32"", ""Compact design with low power consumption and sleep mode support"", ""Ideal for IoT devices, remote monitoring, vehicle tracking, home automation, and wireless communication projects"" ]",0
73,EM18 RFID Module,"EM18 RFID Reader is a module which reads the ID information stored in RFID TAGS. This ID information is unique for every TAG which cannot be copied. Working frequency is 125KHz for EM18 TAGS and these tags are READ only , you cannot write on these tags.",50,Modules,EM18 RFID Module.jpeg,"{ ""Model"": ""EM18 RFID Module"", ""Module Type"": ""125 kHz RFID Reader Module"", ""Operating Voltage"": ""5V DC"", ""Operating Frequency"": ""125 kHz"", ""Communication Interface"": ""UART (Serial) / Wiegand"", ""Reading Distance"": ""5 - 10 cm"", ""Weight"": ""Approximately 20 g"" }",M16,,,"[ ""Reads 125 kHz RFID cards and key tags with fast and reliable detection"", ""Supports UART and Wiegand communication interfaces"", ""Simple plug-and-play interface for easy integration with microcontrollers"", ""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, and STM32"", ""Ideal for access control, attendance systems, security applications, and RFID-based identification projects"" ]",0
74,Laser Sensor Module,"LASER MODULE 650NM 5V is a compact and efficient laser module suitable for a variety of applications. It is widely used in DIY electronics projects, robotics, alignment systems, and educational projects due to its simple design and ease of integration.",50,Modules,Laser Sensor Module.jpeg,"{ ""Sensor Type"": ""Laser Sensor Module"", ""Laser Wavelength"": ""650 nm (Red)"", ""Operating Voltage"": ""3V - 5V DC"", ""Output Power"": ""Less than 5 mW (Class IIIA)"", ""Beam Type"": ""Continuous Laser Beam"", ""Weight"": ""Approximately 5 g"" }",M16A,,,"[ ""Generates a focused red laser beam for alignment and detection applications"", ""Low power consumption with stable continuous output"", ""Easy to interface with Arduino, ESP32, ESP8266, Raspberry Pi, and STM32"", ""Compact and lightweight design for embedded projects"", ""Ideal for laser security systems, obstacle detection, alignment, positioning, and DIY electronics projects"" ]",2
75,HC-05 Bluetooth Module,"The IoT enabled projects require two way communication between the microcontroller and various sensors. There are various methods you can do that, Wired Communication, WiFi, Bluetooth are some among them. The HC-05 Bluetooth Module adds wireless communication to your project to communicate via Bluetooth to any Bluetooth enabled Laptop or Mobile Device. The module communicates at 9600 baud rate via USART protocol. It can be used in applications like communication between two microcontrollers, data logging, wireless robots, wireless sensors data acquisition and home automation.",190,Modules,HC-05 Bluetooth Module.jpeg,"{ ""Model"": ""HC-05"", ""Module Type"": ""Bluetooth Serial Communication Module"", ""Bluetooth Version"": ""Bluetooth v2.0 + EDR"", ""Operating Voltage"": ""3.6V - 6V DC (Logic Level: 3.3V)"", ""Communication Interface"": ""UART (Serial)"", ""Communication Range"": ""Up to 10 m"", ""Weight"": ""Approximately 5 g"" }",M17,380,190,"[ ""Supports wireless serial communication over Bluetooth"", ""Can operate in both Master and Slave modes"", ""UART interface for easy integration with microcontrollers"", ""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, and STM32"", ""Ideal for wireless data transfer, robotics, home automation, IoT projects, and remote control applications"" ]",2
76,ADS1115 Module,"For microcontrollers without an analog-to-digital converter or when you want a higher-precision ADC, the ADS1115 provides 16-bit precision at 860 samples/second over I2C. The chip can be configured as 4 single-ended input channels, or two differential channels. As a nice bonus, it even includes a programmable gain amplifier, up to x16, to help boost up smaller single/differential signals to the full range.",145,Modules,ADS1115 Module.jpeg,"{ ""Model"": ""ADS1115"", ""Module Type"": ""16-Bit Analog-to-Digital Converter (ADC) Module"", ""Operating Voltage"": ""2V - 5.5V DC"", ""Communication Interface"": ""I2C"", ""Resolution"": ""16-bit"", ""Analog Input Channels"": ""4 Single-Ended or 2 Differential Inputs"", ""Weight"": ""Approximately 3 g"" }",M18,290,145,"[ ""High-resolution 16-bit analog-to-digital conversion for accurate sensor readings"", ""Four single-ended or two differential analog input channels"", ""I2C interface for simple communication with microcontrollers"", ""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, and STM32"", ""Ideal for precision sensor interfacing, data acquisition, voltage measurement, and IoT applications"" ]",5
77,PCF8575 Remote 16 Bits I2C IIC SMBus I/O Expander Module,"The PCF8575 is a versatile 16-bit I/O expander module that communicates over the I2C or SMBus interface. It allows microcontrollers with limited GPIO pins to expand their I/O capabilities significantly by adding 16 extra digital input/output pins. This makes it ideal for applications such as keypads, sensors, LEDs, relays, and other digital peripherals. The module supports multiple address configurations, allowing up to eight devices to operate on the same bus. Its efficient design and low power consumption make it suitable for embedded and IoT applications.",50,Modules,PCF8575 Remote 16 Bits I2C IIC SMBus IO Expander Module.jpeg,"{ ""Model"": ""PCF8575"", ""Module Type"": ""16-Bit I2C GPIO Expander Module"", ""Operating Voltage"": ""2.5V - 5.5V DC"", ""Communication Interface"": ""I2C / SMBus"", ""GPIO Pins"": ""16 Bidirectional I/O Pins"", ""I2C Address"": ""Configurable (0x20 - 0x27)"", ""Weight"": ""Approximately 5 g"" }",M18A,100,50,"[ ""Expands a microcontroller's GPIO with 16 bidirectional input/output pins"", ""Uses I2C/SMBus interface to minimize the number of required GPIO pins"", ""Supports configurable I2C addresses for multiple modules on the same bus"", ""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, and STM32"", ""Ideal for keypad interfacing, LCD control, LED driving, relay control, and general-purpose I/O expansion"" ]",1
78,Micro SD Card Reader Module,"SD cards are often used along with microcontrollers to store and retrieve the huge amount of data, mostly in data logging or visualization applications. This SD card module will help us to easily Interface an SD card with Microcontrollers.",50,Modules,Micro SD Card Reader Module.jpeg,"{ ""Module Type"": ""Micro SD Card Reader Module"", ""Operating Voltage"": ""3.3V - 5V DC"", ""Communication Interface"": ""SPI"", ""Supported Card Type"": ""Micro SD / Micro SDHC"", ""Logic Level"": ""3.3V (Onboard Level Shifter for 5V Systems)"", ""Weight"": ""Approximately 5 g"" }",M19,100,50,"[ ""Provides SPI interface for reading and writing data to Micro SD cards"", ""Supports Micro SD and Micro SDHC memory cards"", ""Onboard voltage regulator and level shifter for 3.3V and 5V microcontrollers"", ""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, and STM32"", ""Ideal for data logging, file storage, IoT projects, multimedia applications, and embedded systems"" ]",4
79, 5KG LOAD CELL ,"To measure weight and load of any object we use strain gauges but problem with using standalone strain gauge is that they are fragile and are easily bent and break if not used in proper enclosure. This load cell made up of aluminium alloy can measure upto 5 kg load and outputs in the form of electrical signals proportionally. This sensor will use a HX711 Analog to Digital signal converter, it is easy to use with driving voltage 5-10V and produce the output voltage as per the force changes over it, to read and send the data to the microcontroller or development board you are using as the analog signal from the load cell is too small to be read easily. They are used in Platform scales, Electronic weighing machines, belt scales",130,Modules,5KG Load Cell.jpeg,"{ ""Product Type"": ""5KG Load Cell"", ""Capacity"": ""5 kg"", ""Operating Voltage"": ""3V - 12V DC (with HX711 Amplifier Module)"", ""Output Sensitivity"": ""1.0 ± 0.15 mV/V"", ""Material"": ""Aluminum Alloy"", ""Weight"": ""Approximately 30 g"" }",M20,260,130,"[ ""Measures weight and force with a maximum capacity of 5 kg"", ""High-precision strain gauge technology for accurate measurements"", ""Requires an HX711 load cell amplifier module for microcontroller interfacing"", ""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, and STM32 (via HX711)"", ""Ideal for electronic weighing scales, industrial weighing systems, force measurement, and IoT-based smart weighing applications"" ]",6
80, 40KG LOAD CELL ,"The 613 N load cell sensor is engineered for precise weight measurement within a range of 40 kg. This screw-fastened model ensures easy installation and robust stability in various applications. With high output sensitivity and minimal drift, it delivers accurate readings consistently. Compact in design, this load cell is perfect for integration into equipment where space is limited, making it an excellent choice for industrial and commercial use",130,Modules,40KG Load Cell.jpeg,"{ ""Product Type"": ""40KG Load Cell"", ""Capacity"": ""40 kg"", ""Operating Voltage"": ""3V - 12V DC (with HX711 Amplifier Module)"", ""Output Sensitivity"": ""1.0 ± 0.15 mV/V"", ""Material"": ""Aluminum Alloy"", ""Weight"": ""Approximately 120 g"" }",M20A,260,130,"[ ""Measures weight and force with a maximum capacity of 40 kg"", ""High-precision strain gauge technology for accurate and stable measurements"", ""Requires an HX711 load cell amplifier module for microcontroller interfacing"", ""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, and STM32 (via HX711)"", ""Ideal for electronic weighing scales, industrial weighing systems, smart inventory management, and IoT-based weighing applications"" ]",
81,DS3231 RTC Module Without Coin Cell (AT24C32),"The DS3231 RTC module is a low-cost real-time clock that is commonly used with microcontrollers to keep track of real-world Date and Time. The module consists of two important ICs namely DS3231 and AT24C32 IC with a crystal oscillator, and a temperature sensor. The Time, Date and Temperature value from the module can be sent to a microcontroller like Arduino via I2C communication. This RTC Module with also available with battery.",75,Modules,DS3231 RTC Module Without Coin Cell (AT24C32).jpeg,"{ ""Model"": ""DS3231 RTC Module with AT24C32"", ""Module Type"": ""Real-Time Clock (RTC) Module"", ""Operating Voltage"": ""3.3V - 5.5V DC"", ""Communication Interface"": ""I2C"", ""EEPROM"": ""AT24C32 (32 Kbit)"", ""Backup Battery"": ""CR2032 Holder (Coin Cell Not Included)"", ""Weight"": ""Approximately 8 g"" }",M21,150,75,"[ ""Highly accurate real-time clock with integrated temperature-compensated crystal oscillator (TCXO)"", ""Built-in AT24C32 EEPROM for non-volatile data storage"", ""I2C interface for easy communication with microcontrollers"", ""Compatible with Arduino, ESP32, ESP8266, Raspberry Pi, and STM32"", ""Ideal for clocks, data logging, scheduling systems, IoT applications, and time-based automation projects"" ]",4
